target,mean_IRR,power,n
0.869358235398806,0.868378782599296,0.553,1100
0.878095430920561,0.880344334238117,0.461,1100
0.886920436717158,0.888031033195054,0.421,1100
0.895834135296528,0.895501594465156,0.385,1100
0.90483741803596,0.901131194215433,0.353,1100
0.913931185271228,0.913872849504579,0.276,1100
0.923116346386636,0.92122685338177,0.236,1100
0.932393819905948,0.933302222682073,0.174,1100
0.941764533584249,0.943305819514029,0.141,1100
0.951229424500714,0.955694229651142,0.097,1100
0.960789439152323,0.960945849426585,0.092,1100
0.970445533548508,0.971473312145862,0.078,1100
0.980198673306755,0.979404474775173,0.071,1100
0.990049833749168,0.991135106542711,0.03,1100
1,1.00169796227391,0.058,1100
0.606530659712633,0.608027427208836,1,1200
0.612626394184416,0.61249068980891,1,1200
0.618783391806141,0.618856419878411,1,1200
0.625002268282701,0.624910457741491,1,1200
0.631283645506926,0.633403048355516,1,1200
0.637628151621773,0.635925430200371,1,1200
0.644036421083141,0.643298002329534,1,1200
0.650509094723317,0.648797481811712,1,1200
0.657046819815057,0.656784309080143,1,1200
0.663650250136319,0.666083930127351,1,1200
0.670320046035639,0.670928346141513,1,1200
0.677056874498165,0.675411576200979,1,1200
0.683861409212356,0.68322577082179,1,1200
0.690734330637355,0.68845624937495,0.999,1200
0.697676326071031,0.69875266928908,0.999,1200
0.704688089718713,0.707323696316373,1,1200
0.71177032276261,0.710912306747013,0.998,1200
0.718923733431926,0.71987373924978,1,1200
0.726149037073691,0.723652504435389,0.996,1200
0.733446956224289,0.730574022212181,0.996,1200
0.740818220681718,0.74082033767822,0.995,1200
0.748263567578565,0.749441132534713,0.988,1200
0.755783741455725,0.755739739181761,0.986,1200
0.763379494336853,0.763240888308461,0.973,1200
0.771051585803566,0.771151372820106,0.978,1200
0.778800783071405,0.780314126968713,0.957,1200
0.786627861066553,0.787348413980078,0.954,1200
0.794533602503334,0.791741168421025,0.941,1200
0.802518797962479,0.80004679213253,0.903,1200
0.810584245970187,0.811189020622483,0.874,1200
0.818730753077982,0.819406234397543,0.854,1200
0.826959133943362,0.826338854744011,0.813,1200
0.835270211411272,0.834590706833863,0.79,1200
0.843664816596384,0.843540337093511,0.737,1200
0.852143788966211,0.851642134156178,0.689,1200
0.860707976425058,0.860094706033256,0.619,1200
0.869358235398806,0.872700426382025,0.561,1200
0.878095430920561,0.879133126198286,0.513,1200
0.886920436717158,0.886393478138457,0.462,1200
0.895834135296528,0.894432375929885,0.396,1200
0.90483741803596,0.904783000352887,0.336,1200
0.913931185271228,0.915666980625614,0.29,1200
0.923116346386636,0.918619627709311,0.269,1200
0.932393819905948,0.932257917018033,0.202,1200
0.941764533584249,0.938857882913201,0.163,1200
0.951229424500714,0.947444791016527,0.132,1200
0.960789439152323,0.957067847048146,0.1,1200
0.970445533548508,0.970237338614085,0.071,1200
0.980198673306755,0.978660287446848,0.051,1200
0.990049833749168,0.989904209006885,0.054,1200
1,1.00123107999257,0.052,1200
0.606530659712633,0.605247206920159,1,1300
0.612626394184416,0.612443729850229,1,1300
0.618783391806141,0.617437544443527,1,1300
0.625002268282701,0.624341065401984,1,1300
0.631283645506926,0.630510411374221,1,1300
0.637628151621773,0.63674968152085,1,1300
0.644036421083141,0.640031029448352,1,1300
0.650509094723317,0.650641536482667,1,1300
0.657046819815057,0.656060846742864,1,1300
0.663650250136319,0.6615262096265,1,1300
0.670320046035639,0.667848467268566,1,1300
0.677056874498165,0.677930104723617,1,1300
0.683861409212356,0.683221290900701,1,1300
0.690734330637355,0.691750239276257,1,1300
0.697676326071031,0.698562304406827,1,1300
0.704688089718713,0.702569408314791,0.999,1300
0.71177032276261,0.712076062451363,0.999,1300
0.718923733431926,0.721448551057922,0.997,1300
0.726149037073691,0.727400121031153,0.999,1300
0.733446956224289,0.733355231495825,0.996,1300
0.740818220681718,0.74035106809085,0.996,1300
0.748263567578565,0.746547039107965,0.996,1300
0.755783741455725,0.755404076337269,0.989,1300
0.763379494336853,0.763412180339802,0.982,1300
0.771051585803566,0.768887185789985,0.981,1300
0.778800783071405,0.779399516601991,0.976,1300
0.786627861066553,0.787476111527357,0.95,1300
0.794533602503334,0.792499589815227,0.947,1300
0.802518797962479,0.799742939326609,0.932,1300
0.810584245970187,0.809251891524024,0.918,1300
0.818730753077982,0.81724542843161,0.886,1300
0.826959133943362,0.824936720711041,0.85,1300
0.835270211411272,0.832505813808772,0.82,1300
0.843664816596384,0.842610833240134,0.784,1300
0.852143788966211,0.851435063865163,0.713,1300
0.860707976425058,0.861069380418001,0.656,1300
0.869358235398806,0.868946439465489,0.626,1300
0.878095430920561,0.877892554389715,0.563,1300
0.886920436717158,0.888877250672674,0.474,1300
0.895834135296528,0.894324005630966,0.447,1300
0.90483741803596,0.904558128295653,0.353,1300
0.913931185271228,0.916389710231775,0.296,1300
0.923116346386636,0.923710851444048,0.249,1300
0.932393819905948,0.929580521678244,0.231,1300
0.941764533584249,0.941993859050255,0.182,1300
0.951229424500714,0.954696722651728,0.116,1300
0.960789439152323,0.963110316056629,0.086,1300
0.970445533548508,0.970733992769424,0.084,1300
0.980198673306755,0.977621472462606,0.075,1300
0.990049833749168,0.988825167354761,0.048,1300
1,1.00085930180858,0.056,1300
0.606530659712633,0.605645764730775,1,1400
0.612626394184416,0.611735266930502,1,1400
0.618783391806141,0.621178879793563,1,1400
0.625002268282701,0.624738599964458,1,1400
0.631283645506926,0.632044811247695,1,1400
0.637628151621773,0.635773943114391,1,1400
0.644036421083141,0.64348258912452,1,1400
0.650509094723317,0.651015013239114,1,1400
0.657046819815057,0.658545991749897,1,1400
0.663650250136319,0.664391347669978,1,1400
0.670320046035639,0.668623363464735,1,1400
0.677056874498165,0.678876644060495,1,1400
0.683861409212356,0.687696208238057,1,1400
0.690734330637355,0.688966914304001,1,1400
0.697676326071031,0.697525620128767,1,1400
0.704688089718713,0.701938794580182,1,1400
0.71177032276261,0.712375559783741,1,1400
0.718923733431926,0.719732647375276,0.998,1400
0.726149037073691,0.724715922875211,0.999,1400
0.733446956224289,0.733589698811696,0.998,1400
0.740818220681718,0.737485382514958,0.998,1400
0.748263567578565,0.749491491218011,0.994,1400
0.755783741455725,0.755253343628093,0.991,1400
0.763379494336853,0.762030004056323,0.99,1400
0.771051585803566,0.769608859159168,0.989,1400
0.778800783071405,0.779133346379667,0.981,1400
0.786627861066553,0.785887580212835,0.97,1400
0.794533602503334,0.791576914151003,0.966,1400
0.802518797962479,0.800655445864083,0.94,1400
0.810584245970187,0.809359397253287,0.935,1400
0.818730753077982,0.82037301428168,0.9,1400
0.826959133943362,0.828519781498945,0.864,1400
0.835270211411272,0.836131211832317,0.83,1400
0.843664816596384,0.841942992614291,0.806,1400
0.852143788966211,0.851072039751791,0.748,1400
0.860707976425058,0.862682587916394,0.698,1400
0.869358235398806,0.867049281664031,0.654,1400
0.878095430920561,0.879837355734392,0.57,1400
0.886920436717158,0.885910244102194,0.529,1400
0.895834135296528,0.894769454600403,0.435,1400
0.90483741803596,0.90363470234488,0.376,1400
0.913931185271228,0.914667781612743,0.326,1400
0.923116346386636,0.923340066449955,0.273,1400
0.932393819905948,0.92993502298322,0.245,1400
0.941764533584249,0.941491131379852,0.162,1400
0.951229424500714,0.950402121131715,0.147,1400
0.960789439152323,0.95847466778418,0.114,1400
0.970445533548508,0.968124316599027,0.075,1400
0.980198673306755,0.979159054566973,0.059,1400
0.990049833749168,0.99088729363122,0.043,1400
1,0.997826608526747,0.061,1400
0.606530659712633,0.607632091769849,1,1500
0.612626394184416,0.612639292971124,1,1500
0.618783391806141,0.619060150733752,1,1500
0.625002268282701,0.623453210317291,1,1500
0.631283645506926,0.630876742648784,1,1500
0.637628151621773,0.636886529279923,1,1500
0.644036421083141,0.642875209278809,1,1500
0.650509094723317,0.651107607005281,1,1500
0.657046819815057,0.656404575191468,1,1500
0.663650250136319,0.663380010113636,1,1500
0.670320046035639,0.669115531991666,1,1500
0.677056874498165,0.677996431591556,1,1500
0.683861409212356,0.682368812373557,1,1500
0.690734330637355,0.690480279377448,1,1500
0.697676326071031,0.69623458100786,1,1500
0.704688089718713,0.70690807979815,1,1500
0.71177032276261,0.710194319340054,1,1500
0.718923733431926,0.720543216655591,1,1500
0.726149037073691,0.725512071297077,0.999,1500
0.733446956224289,0.73394066741203,1,1500
0.740818220681718,0.738207382792767,0.999,1500
0.748263567578565,0.746036842255689,0.999,1500
0.755783741455725,0.755032904667428,0.996,1500
0.763379494336853,0.764431028752139,0.992,1500
0.771051585803566,0.770580311274189,0.993,1500
0.778800783071405,0.778403463366395,0.987,1500
0.786627861066553,0.788295052137265,0.966,1500
0.794533602503334,0.795463840878267,0.972,1500
0.802518797962479,0.80465648214294,0.949,1500
0.810584245970187,0.810390892718057,0.934,1500
0.818730753077982,0.819702362054029,0.925,1500
0.826959133943362,0.827143839330144,0.898,1500
0.835270211411272,0.834783169623677,0.881,1500
0.843664816596384,0.842368874857695,0.828,1500
0.852143788966211,0.853580329572005,0.762,1500
0.860707976425058,0.864936506916305,0.683,1500
0.869358235398806,0.868925136433612,0.671,1500
0.878095430920561,0.876635106413609,0.614,1500
0.886920436717158,0.885327555658166,0.535,1500
0.895834135296528,0.895802677892813,0.478,1500
0.90483741803596,0.903290688493249,0.42,1500
0.913931185271228,0.918347664064994,0.303,1500
0.923116346386636,0.925370971149948,0.267,1500
0.932393819905948,0.930882421570578,0.233,1500
0.941764533584249,0.940967741718729,0.185,1500
0.951229424500714,0.951075315119379,0.137,1500
0.960789439152323,0.962674496453455,0.108,1500
0.970445533548508,0.969453394005116,0.089,1500
0.980198673306755,0.978969618471482,0.072,1500
0.990049833749168,0.991525946070457,0.053,1500
1,0.997259907252159,0.044,1500
0.606530659712633,0.606337639313112,1,1600
0.612626394184416,0.611257794799078,1,1600
0.618783391806141,0.617779705073973,1,1600
0.625002268282701,0.625611029346342,1,1600
0.631283645506926,0.630664691798624,1,1600
0.637628151621773,0.636916484265366,1,1600
0.644036421083141,0.644693886435254,1,1600
0.650509094723317,0.650519584829613,1,1600
0.657046819815057,0.657990040644022,1,1600
0.663650250136319,0.660947268550077,1,1600
0.670320046035639,0.668689243478258,1,1600
0.677056874498165,0.67530822578253,1,1600
0.683861409212356,0.68207984909821,1,1600
0.690734330637355,0.690287834018946,1,1600
0.697676326071031,0.698252872124979,1,1600
0.704688089718713,0.704592362844727,1,1600
0.71177032276261,0.709754293210469,1,1600
0.718923733431926,0.716673628341866,1,1600
0.726149037073691,0.726972862263276,1,1600
0.733446956224289,0.731154919345702,1,1600
0.740818220681718,0.74059375438997,1,1600
0.748263567578565,0.74623826717687,1,1600
0.755783741455725,0.756945590174027,0.998,1600
0.763379494336853,0.762136708093039,0.998,1600
0.771051585803566,0.770226779359786,0.992,1600
0.778800783071405,0.777835963105631,0.988,1600
0.786627861066553,0.785991683309346,0.991,1600
0.794533602503334,0.795728987486971,0.98,1600
0.802518797962479,0.802888322900483,0.968,1600
0.810584245970187,0.807888285441613,0.963,1600
0.818730753077982,0.81849632645931,0.939,1600
0.826959133943362,0.828504193496353,0.907,1600
0.835270211411272,0.835924314853038,0.875,1600
0.843664816596384,0.844962679650337,0.836,1600
0.852143788966211,0.852011494254434,0.81,1600
0.860707976425058,0.857713734438265,0.769,1600
0.869358235398806,0.868628908087783,0.703,1600
0.878095430920561,0.879273867308309,0.627,1600
0.886920436717158,0.886582317941605,0.578,1600
0.895834135296528,0.897882204532273,0.489,1600
0.90483741803596,0.902428356465142,0.449,1600
0.913931185271228,0.911619080209927,0.37,1600
0.923116346386636,0.924132460586113,0.309,1600
0.932393819905948,0.931662297488788,0.257,1600
0.941764533584249,0.941782878079699,0.197,1600
0.951229424500714,0.954205044228967,0.134,1600
0.960789439152323,0.96069170734537,0.115,1600
0.970445533548508,0.970499938836337,0.074,1600
0.980198673306755,0.97961524306996,0.061,1600
0.990049833749168,0.990278867683572,0.053,1600
1,0.999783809999685,0.059,1600
0.606530659712633,0.605186855387292,1,1700
0.612626394184416,0.612663582012542,1,1700
0.618783391806141,0.618723792291828,1,1700
0.625002268282701,0.626733339839066,1,1700
0.631283645506926,0.631723670097824,1,1700
0.637628151621773,0.636898486300487,1,1700
0.644036421083141,0.643172377603371,1,1700
0.650509094723317,0.647691672077061,1,1700
0.657046819815057,0.65772872325884,1,1700
0.663650250136319,0.661640479734323,1,1700
0.670320046035639,0.670287807079675,1,1700
0.677056874498165,0.677047300133995,1,1700
0.683861409212356,0.683773301333309,1,1700
0.690734330637355,0.689934090446106,1,1700
0.697676326071031,0.698133577867452,1,1700
0.704688089718713,0.704167255735955,1,1700
0.71177032276261,0.711585959678065,1,1700
0.718923733431926,0.716160719959374,1,1700
0.726149037073691,0.726595380331312,1,1700
0.733446956224289,0.732274486863993,1,1700
0.740818220681718,0.74085135364831,1,1700
0.748263567578565,0.747829663219736,1,1700
